query_table,query_column
csvData13726780__2.csv,eFG%
csvData26651945__0.csv,Team
csvData10074535__0.csv,OPS
csvData10074535__0.csv,Player
csvData4460__1.csv,USG%
csvData26649044__3.csv,Acquired
csvData26649044__3.csv,Rdp
csvData26649044__3.csv,Rpos
csvData26649044__3.csv,Salary
csvData26649044__3.csv,WAA
csvData26649044__3.csv,WAR
csvData26649044__3.csv,dWAR
csvData26649044__3.csv,oRAR
csvData23003743__0.csv,POS
csvData23003743__0.csv,Player
csvData2852713__19.csv,Name
csvData2852713__19.csv,Pos Summary
csvData2852713__19.csv,Rbaser
csvData2852713__19.csv,Rpos
csvData2852713__19.csv,Salary
csvData2852713__19.csv,oRAR
csvData15641377__3.csv,BLK%
csvData15641377__3.csv,DRB%
csvData15641377__3.csv,Date
csvData15641377__3.csv,GmSc
csvData15641377__3.csv,Opp
csvData15641377__3.csv,eFG%
csvData1902536__0.csv,OBP
csvData1902536__0.csv,POS
csvData1902536__0.csv,Player
csvData20535739__5.csv,GIDP
csvData20535739__5.csv,OBP
csvData20535739__5.csv,Player
csvData1102081__14.csv,POS
csvData1102081__14.csv,SLG
csvData10027553__1.csv,GIDP
csvData10027553__1.csv,POS
csvData10027553__1.csv,SLG
csvData14833792__5.csv,OBP
csvData14833792__5.csv,Player
csvData14833792__5.csv,Team
csvData29383799__2.csv,RBI
csvData29383799__2.csv,SLG
csvData29383799__2.csv,Team
csvData24108736__0.csv,GIDP
csvData24108736__0.csv,OPS
csvData24108736__0.csv,Player
csvData4823585__2.csv,OBP
csvData4823585__2.csv,OPS
csvData4823585__2.csv,Player
csvData24782950__1.csv,DRtg
csvData24782950__1.csv,GmSc
csvData24782950__1.csv,ORB%
csvData24782950__1.csv,ORtg
csvData24782950__1.csv,USG%
csvData8549891__9.csv,TEAM
csvData13703215__15.csv,RBI
csvData13703215__15.csv,Team
csvData3383853__10.csv,GIDP
csvData3383853__10.csv,OPS
csvData3383853__10.csv,Player
csvData3383853__10.csv,Team
csvData3383853__11.csv,GIDP
csvData3383853__11.csv,Player
csvData3383853__11.csv,RBI
csvData3383853__11.csv,SLG
csvData3383853__11.csv,Team
csvData1635358__4.csv,AST%
csvData1635358__4.csv,BLK%
csvData1635358__4.csv,ORtg
csvData1635358__4.csv,TRB%
csvData19688700__2.csv,GIDP
csvData19688700__2.csv,Player
csvData19688700__2.csv,SLG
csvData19688700__2.csv,Team
csvData7222492__5.csv,3PA
csvData7222492__5.csv,BPG
csvData7222492__5.csv,FGA
csvData7222492__5.csv,FGM
csvData7222492__5.csv,FTA
csvData7222492__5.csv,FTM
csvData7222492__5.csv,PPG
csvData25283220__8.csv,AVG
csvData25283220__8.csv,POS
csvData25283220__8.csv,Player
csvData2404013__7.csv,POS
csvData2404013__7.csv,SLG
csvData9079863__6.csv,Date
csvData9079863__6.csv,GmSc
csvData9079863__6.csv,ORB%
csvData9079863__6.csv,ORtg
csvData9079863__6.csv,Opp
csvData9768769__8.csv,AVG
csvData9768769__8.csv,GIDP
csvData9768769__8.csv,OPS
csvData26651945__14.csv,AVG
csvData26651945__14.csv,Player
csvData26651945__14.csv,RBI
csvData10513074__1.csv,POS
csvData10513074__3.csv,GIDP
csvData10513074__3.csv,OBP
csvData24131822__7.csv,PPF
csvData24131822__7.csv,oppOBP
csvData24131822__7.csv,oppRPA+
csvData24131822__7.csv,oppSLG
csvData24131822__7.csv,oppTAv
csvData14833792__3.csv,OBP
csvData14833792__3.csv,Player
csvData7789467__0.csv,OBP
csvData7789467__0.csv,VORP
csvData7789467__0.csv,oppOPS
csvData7789467__0.csv,oppRPA+
csvData7789467__0.csv,oppSLG
csvData10547086__13.csv,Player
csvData10547086__13.csv,RBI
csvData10547086__13.csv,SLG
csvData18518969__7.csv,DRB%
csvData18518969__7.csv,GmSc
csvData18518969__7.csv,STL%
csvData18518969__7.csv,TS%
csvData18518969__7.csv,USG%
csvData26724876__3.csv,FG%
csvData26724876__3.csv,FTM
csvData26724876__3.csv,RPG
csvData26724876__3.csv,TOV
csvData26724876__3.csv,Team
csvData11387111__4.csv,Age
csvData11387111__4.csv,BLK%
csvData11387111__4.csv,Date
csvData11387111__4.csv,ORB%
csvData11387111__4.csv,TS%
csvData11387111__4.csv,eFG%
csvData13434912__7.csv,OPS
csvData13434912__7.csv,Player
csvData13434912__7.csv,RBI
csvData11957850__2.csv,BLK%
csvData11957850__2.csv,DRB%
csvData11957850__2.csv,DRtg
csvData11957850__2.csv,GmSc
csvData11957850__2.csv,Opp
csvData11957850__2.csv,STL%
csvData11957850__2.csv,USG%
csvData19688700__1.csv,GIDP
csvData19688700__1.csv,POS
csvData19688700__1.csv,Player
csvData19688700__1.csv,Team
csvData27587184__3.csv,GmSc
csvData27587184__3.csv,ORtg
csvData27587184__3.csv,Opp
csvData27587184__3.csv,TOV%
csvData27587184__3.csv,TRB%
csvData27587184__3.csv,USG%
csvData18493125__12.csv,GIDP
csvData18493125__12.csv,Player
csvData21286196__12.csv,Team
csvData17093328__3.csv,AST%
csvData17093328__3.csv,DRtg
csvData17093328__3.csv,ORB%
csvData17093328__3.csv,STL%
csvData21300577__0.csv,OBP
csvData15025720__0.csv,C-G#
csvData15025720__0.csv,GDP
csvData15025720__0.csv,Notes
csvData15025720__0.csv,Team
csvData24341501__13.csv,AGE
csvData24341501__13.csv,NAME
csvData24341501__13.csv,OBP
csvData24341501__13.csv,VORP
csvData24341501__13.csv,YEAR
csvData24341501__13.csv,oppOPS
csvData24591574__0.csv,AST%
csvData24591574__0.csv,DRtg
csvData24591574__0.csv,TOV%
csvData24591574__0.csv,TS%
csvData24591574__0.csv,USG%
csvData15936069__13.csv,LVL
csvData15936069__13.csv,oppAVG
csvData15936069__13.csv,oppTAv
csvData13703215__6.csv,Team
csvData13771482__1.csv,AVG
csvData13771482__1.csv,POS
csvData13771482__1.csv,Player
csvData13771482__1.csv,Team
csvData4460__0.csv,BLK%
csvData4460__0.csv,USG%
csvData25437325__11.csv,AVG
csvData25437325__11.csv,POS
csvData25437325__11.csv,Player
csvData25437325__11.csv,Team
csvData11284975__1.csv,AST%
csvData11284975__1.csv,DRtg
csvData11284975__1.csv,Opp
csvData11284975__1.csv,TRB%
csvData11284975__1.csv,eFG%
csvData29230622__16.csv,SLG
csvData29230622__16.csv,TEAM
csvData29230622__16.csv,VORP
csvData29230622__16.csv,oppAVG
csvData29230622__16.csv,oppOPS
csvData24108736__4.csv,AVG
csvData24108736__4.csv,GIDP
csvData24108736__4.csv,OPS
csvData24108736__4.csv,Player
csvData24108736__4.csv,SLG
csvData14297814__2.csv,Arch-Thru
csvData14297814__2.csv,Box Beam or Girders (Multiple)
csvData14297814__2.csv,Box Beam or Girders (Single or Spread)
csvData14297814__2.csv,Channel Beam
csvData14297814__2.csv,Culvert
csvData14297814__2.csv,Frame (Except Culverts)
csvData14297814__2.csv,Mixed Types
csvData14297814__2.csv,Tee Beam
csvData14297814__2.csv,Truss-Deck
csvData29230622__18.csv,SLG
csvData29230622__18.csv,TEAM
csvData29230622__18.csv,VORP
csvData29230622__18.csv,oppAVG
csvData29230622__18.csv,oppOPS
csvData19553885__0.csv,GIDP
csvData19553885__0.csv,OPS
csvData19553885__0.csv,RBI
csvData22266740__3.csv,BLK%
csvData22266740__3.csv,Date
csvData22266740__3.csv,GmSc
csvData22266740__3.csv,ORB%
csvData22266740__3.csv,TOV%
csvData22266740__3.csv,USG%
csvData11957850__0.csv,BLK%
csvData11957850__0.csv,DRB%
csvData11957850__0.csv,GmSc
csvData11957850__0.csv,STL%
csvData11957850__0.csv,USG%
csvData25450714__7.csv,AVG
csvData25450714__7.csv,GIDP
csvData25450714__7.csv,OBP
csvData25450714__7.csv,RBI
csvData3871380__2.csv,avg
csvData3871380__2.csv,gdp
csvData3871380__2.csv,hbp
csvData12709080__2.csv,ORB%
csvData12709080__2.csv,USG%
csvData7615166__8.csv,OBP
csvData7615166__8.csv,OPS
csvData7615166__8.csv,Player
csvData7615166__8.csv,RBI
csvData2852713__13.csv,Acquired
csvData2852713__13.csv,Age
csvData2852713__13.csv,RAR
csvData2852713__13.csv,Rbaser
csvData2852713__13.csv,Rbat
csvData2852713__13.csv,Rdp
csvData2852713__13.csv,Rpos
csvData2852713__13.csv,WAA
csvData2852713__13.csv,WAR
csvData2852713__13.csv,dWAR
csvData2852713__13.csv,oWAR
csvData25441565__4.csv,AST%
csvData25441565__4.csv,DRtg
csvData25441565__4.csv,Date
csvData25441565__4.csv,STL%
csvData1303939__5.csv,GIDP
csvData1303939__5.csv,SLG
csvData15959016__13.csv,BAVG
csvData15959016__13.csv,ERA
csvData15959016__13.csv,Player
csvData397377__3.csv,AST%
csvData397377__3.csv,BLK%
csvData397377__3.csv,GmSc
csvData397377__3.csv,ORB%
csvData18562133__11.csv,OBP
csvData18562133__11.csv,Player
csvData18562133__11.csv,Team
csvData2590167__5.csv,RBI
csvData17093328__4.csv,DRtg
csvData17093328__4.csv,ORB%
csvData17093328__4.csv,STL%
csvData15959016__14.csv,BAVG
csvData15959016__14.csv,ERA
csvData15959016__14.csv,Player
csvData15959016__14.csv,SvO
csvData17093328__2.csv,DRtg
csvData17093328__2.csv,Date
csvData17093328__2.csv,GmSc
csvData17093328__2.csv,ORtg
csvData17093328__2.csv,TOV%
csvData17093328__2.csv,TRB%
csvData17093328__2.csv,USG%
csvData14963477__7.csv,POS
csvData14963477__7.csv,RBI
csvData26761314__4.csv,AST%
csvData26761314__4.csv,Date
csvData26761314__4.csv,STL%
csvData26761314__4.csv,TS%
csvData26761314__4.csv,USG%
csvData26761314__4.csv,eFG%
csvData10212811__5.csv,GIDP
csvData10212811__5.csv,Player
csvData10212811__5.csv,Team
csvData14429913__4.csv,AST%
csvData14429913__4.csv,BLK%
csvData14429913__4.csv,DRtg
csvData14429913__4.csv,ORB%
csvData14429913__4.csv,Opp
csvData14429913__4.csv,TOV%
csvData14429913__4.csv,USG%
csvData9205349__17.csv,iFenwick
csvData9205349__17.csv,iFenwick/60
csvData15745723__18.csv,Player
csvData15745723__18.csv,Team
csvData1102081__2.csv,GIDP
csvData1102081__2.csv,Player
csvData1102081__2.csv,Team
csvData28193349__8.csv,AVG
csvData28193349__8.csv,OPS
csvData13997791__4.csv,POS
csvData13997791__4.csv,SLG
csvData15344408__1.csv,BLK%
csvData15344408__1.csv,GmSc
csvData15344408__1.csv,ORB%
csvData15344408__1.csv,ORtg
csvData15344408__1.csv,STL%
csvData26239762__2.csv,DRB%
csvData26239762__2.csv,GmSc
csvData26239762__2.csv,ORB%
csvData26239762__2.csv,STL%
csvData26239762__2.csv,TS%
csvData18661263__15.csv,OPS
csvData18661263__15.csv,Player
csvData18661263__15.csv,SLG
csvData18661263__15.csv,Team
csvData20075499__9.csv,OBP
csvData20075499__9.csv,SLG
csvData20075499__9.csv,Team
csvData6260469__5.csv,GIDP
csvData6260469__5.csv,SLG
csvData12976003__4.csv,ORB
csvData12976003__4.csv,Team
csvData19659867__3.csv,AST%
csvData19659867__3.csv,BLK%
csvData19659867__3.csv,DRB%
csvData19659867__3.csv,Opp
csvData19659867__3.csv,TOV%
csvData19659867__3.csv,USG%
csvData19659867__3.csv,eFG%
csvData15894443__13.csv,LVL
csvData15894443__13.csv,VORP
csvData15894443__13.csv,oppAVG
csvData15894443__13.csv,oppOBP
csvData2055974__4.csv,DRtg
csvData2055974__4.csv,GmSc
csvData2055974__4.csv,ORB%
csvData2055974__4.csv,eFG%
csvData22418917__2.csv,AST%
csvData22418917__2.csv,Date
csvData22418917__2.csv,ORB%
csvData22418917__2.csv,Opp
csvData22418917__2.csv,STL%
csvData22418917__2.csv,TOV%
csvData22418917__2.csv,USG%
csvData13891302__15.csv,Team
csvData1102081__0.csv,GIDP
csvData1102081__0.csv,Player
csvData1102081__0.csv,Team
csvData10547086__14.csv,GIDP
csvData10547086__14.csv,OBP
csvData10547086__14.csv,OPS
csvData10547086__14.csv,Player
csvData10547086__14.csv,RBI
csvData10547086__14.csv,SLG
csvData28193349__9.csv,POS
csvData15283024__4.csv,Result
csvData1902536__8.csv,POS
csvData1902536__8.csv,Team
csvData27987124__1.csv,AVG
csvData27987124__1.csv,GIDP
csvData27987124__1.csv,OPS
csvData27987124__1.csv,POS
csvData27987124__1.csv,Player
csvData27987124__1.csv,RBI
csvData27987124__1.csv,SLG
csvData25450714__6.csv,AVG
csvData25450714__6.csv,OBP
csvData25450714__6.csv,RBI
csvData704435__0.csv,DRB%
csvData704435__0.csv,DRtg
csvData704435__0.csv,ORtg
csvData704435__0.csv,STL%
csvData704435__0.csv,TRB%
csvData704435__0.csv,TS%
csvData704435__0.csv,eFG%
csvData9739809__0.csv,GIDP
csvData9739809__0.csv,OBP
csvData26817631__5.csv,AST%
csvData26817631__5.csv,Age
csvData26817631__5.csv,BLK%
csvData26817631__5.csv,DRB%
csvData26817631__5.csv,ORB%
csvData26817631__5.csv,STL%
csvData26817631__5.csv,USG%
csvData26817631__5.csv,eFG%
csvData22658714__6.csv,Player
csvData22658714__6.csv,SLG
csvData22658714__6.csv,Team
csvData7104405__12.csv,GIDP
csvData16984008__0.csv,DRtg
csvData16984008__0.csv,ORB%
csvData16984008__0.csv,STL%
csvData16984008__0.csv,TOV%
csvData16984008__0.csv,TS%
csvData16984008__0.csv,USG%
csvData13638124__7.csv,Player
csvData29051594__1.csv,a/s
csvData29051594__1.csv,sa/s
csvData6592205__14.csv,Team
csvData26604328__0.csv,AST%
csvData26604328__0.csv,GmSc
csvData26604328__0.csv,ORB%
csvData26604328__0.csv,eFG%
csvData1444875__6.csv,Player
csvData25120653__1.csv,AST%
csvData25120653__1.csv,DRtg
csvData25120653__1.csv,GmSc
csvData25120653__1.csv,TS%
csvData25120653__1.csv,eFG%
csvData13638124__5.csv,GIDP
csvData13638124__5.csv,OBP
csvData13638124__5.csv,OPS
csvData13638124__5.csv,Team
csvData22558849__1.csv,Age
csvData14963477__1.csv,AVG
csvData14963477__1.csv,SLG
csvData6680543__0.csv,BLK%
csvData6680543__0.csv,ORB%
csvData6680543__0.csv,TOV%
csvData6680543__0.csv,TRB%
csvData29453038__8.csv,GIDP
csvData29453038__8.csv,POS
csvData29453038__8.csv,Team
csvData896377__0.csv,3P%
csvData896377__0.csv,3PA
csvData896377__0.csv,3PM
csvData896377__0.csv,FG%
csvData896377__0.csv,FGA
csvData28681743__3.csv,DRB
csvData28681743__3.csv,PPG
csvData28681743__3.csv,Player
csvData28681743__3.csv,TOV
csvData11859275__1.csv,Date
csvData13336059__14.csv,AVG
csvData13336059__14.csv,POS
csvData13336059__14.csv,SLG
csvData8479264__0.csv,AVG
csvData8479264__0.csv,OPS
csvData8479264__0.csv,POS
csvData8479264__0.csv,RBI
csvData8479264__0.csv,SLG
csvData8479264__0.csv,Team
csvData4676916__12.csv,OBP
csvData4676916__12.csv,Player
csvData4676916__12.csv,RBI
csvData4676916__12.csv,SLG
csvData4676916__12.csv,Team
csvData1444875__0.csv,Player
csvData1444875__0.csv,RBI
csvData1444875__0.csv,Team
csvData26651945__4.csv,GIDP
csvData26651945__4.csv,OPS
csvData704435__1.csv,DRB%
csvData704435__1.csv,DRtg
csvData704435__1.csv,ORtg
csvData704435__1.csv,STL%
csvData704435__1.csv,TRB%
csvData704435__1.csv,TS%
csvData704435__1.csv,eFG%
csvData7104405__3.csv,Team
csvData10074535__3.csv,AVG
csvData10074535__3.csv,OPS
csvData10074535__3.csv,Player
csvData1786628__7.csv,AST%
csvData1786628__7.csv,Age
csvData1786628__7.csv,Date
csvData1786628__7.csv,ORtg
csvData1786628__7.csv,Opp
csvData1786628__7.csv,TRB%
csvData1786628__7.csv,USG%
csvData1786628__7.csv,eFG%
csvData2590167__13.csv,GIDP
csvData2590167__13.csv,POS
csvData2590167__13.csv,RBI
csvData27987124__10.csv,GIDP
csvData27987124__10.csv,Player
csvData27987124__10.csv,RBI
csvData19553885__1.csv,GIDP
csvData19553885__1.csv,OPS
csvData19553885__1.csv,RBI
csvData2792289__3.csv,DRB%
csvData2792289__3.csv,DRtg
csvData2792289__3.csv,ORtg
csvData2792289__3.csv,Opp
csvData2792289__3.csv,STL%
csvData2792289__3.csv,TS%
csvData10163568__5.csv,TOV%
csvData10163568__5.csv,eFG%
csvData13703215__19.csv,Team
csvData19635852__1.csv,AST%
csvData19635852__1.csv,Date
csvData19635852__1.csv,ORB%
csvData19635852__1.csv,STL%
csvData19635852__1.csv,TRB%
csvData19635852__1.csv,TS%
csvData27604003__1.csv,BLK%
csvData27604003__1.csv,ORB%
csvData27604003__1.csv,TOV%
csvData27604003__1.csv,USG%
csvData1444875__2.csv,OBP
csvData1444875__2.csv,Player
csvData1444875__2.csv,RBI
csvData1444875__2.csv,Team
csvData18900645__5.csv,Age
csvData18900645__5.csv,BLK%
csvData18900645__5.csv,Date
csvData18900645__5.csv,GmSc
csvData18900645__5.csv,TRB%
csvData18900645__5.csv,TS%
csvData18900645__5.csv,USG%
csvData9469123__4.csv,AGE
csvData9469123__4.csv,OBP
csvData9469123__4.csv,TEAM
csvData9469123__4.csv,VORP
csvData9469123__4.csv,oppTAv
csvData3178438__15.csv,3PA
csvData3178438__15.csv,DRB
csvData3178438__15.csv,ORB
csvData3178438__15.csv,RPG
csvData3178438__15.csv,SPG
csvData3178438__15.csv,TOV
csvData7401568__17.csv,AVG
csvData7401568__17.csv,OBP
csvData7401568__17.csv,RBI
csvData22418917__0.csv,AST%
csvData22418917__0.csv,Date
csvData22418917__0.csv,ORB%
csvData22418917__0.csv,USG%
csvData12739105__4.csv,AST%
csvData12739105__4.csv,DRtg
csvData12739105__4.csv,ORB%
csvData12739105__4.csv,STL%
csvData12739105__4.csv,TRB%
csvData12739105__4.csv,TS%
csvData12739105__4.csv,eFG%
csvData20085670__2.csv,GIDP
csvData20085670__2.csv,POS
csvData20085670__2.csv,Player
csvData7615166__4.csv,Player
csvData7104405__8.csv,Player
csvData7104405__8.csv,SLG
csvData21286196__7.csv,AVG
csvData10513074__2.csv,GIDP
csvData10513074__2.csv,OBP
csvData10513074__2.csv,OPS
csvData10513074__2.csv,SLG
csvData28681743__7.csv,APG
csvData28681743__7.csv,BPG
csvData28681743__7.csv,FGA
csvData3653270__0.csv,Name
csvData3653270__0.csv,a/s
csvData3653270__0.csv,digs
csvData3653270__0.csv,pts/s
csvData3653270__0.csv,sa/s
csvData26651945__15.csv,AVG
csvData26651945__15.csv,Player
csvData2485779__3.csv,Team
csvData1068737__1.csv,3PA
csvData1068737__1.csv,3PM
csvData1068737__1.csv,FTA
csvData1068737__1.csv,TOV
csvData13336059__15.csv,Player
csvData23033509__1.csv,GIDP
csvData23033509__1.csv,OPS
csvData23033509__1.csv,Player
csvData23033509__1.csv,SLG
csvData5376485__7.csv,AVG
csvData5376485__7.csv,SLG
csvData10027553__6.csv,GIDP
csvData10027553__6.csv,Team
csvData18518969__6.csv,DRB%
csvData18518969__6.csv,GmSc
csvData18518969__6.csv,STL%
csvData18518969__6.csv,TS%
csvData18518969__6.csv,USG%
csvData16461238__3.csv,Opponent
csvData16461238__3.csv,ibb
csvData21084464__14.csv,OBP
csvData21084464__14.csv,POS
csvData21084464__14.csv,Player
csvData5416457__0.csv,AST%
csvData5416457__0.csv,Age
csvData5416457__0.csv,BLK%
csvData5416457__0.csv,DRtg
csvData5416457__0.csv,ORB%
csvData5416457__0.csv,TOV%
csvData5416457__0.csv,TS%
csvData21300577__1.csv,OBP
csvData21300577__1.csv,OPS
csvData21300577__1.csv,SLG
csvData8549891__10.csv,SLG
csvData8549891__10.csv,TEAM
csvData27008272__4.csv,3P%
csvData27008272__4.csv,FGA
csvData27008272__4.csv,FT%
csvData27008272__4.csv,PPG
csvData27008272__4.csv,RPG
csvData27008272__4.csv,TOV
csvData27008272__4.csv,Team
csvData9475480__5.csv,AVG
csvData9475480__5.csv,GIDP
csvData9475480__5.csv,OPS
csvData9475480__5.csv,POS
csvData9475480__5.csv,RBI
csvData10547086__7.csv,RBI
csvData10547086__7.csv,Team
csvData29453038__2.csv,GIDP
csvData29453038__2.csv,OPS
csvData29453038__2.csv,Player
csvData18784108__4.csv,OBP
csvData18784108__4.csv,Player
csvData23138641__17.csv,FirstA/60
csvData23138641__17.csv,IGP
csvData23138641__17.csv,Points
csvData23138641__17.csv,Shots
csvData23138641__17.csv,iFenwick
csvData11585188__0.csv,AST%
csvData11585188__0.csv,Age
csvData11585188__0.csv,BLK%
csvData11585188__0.csv,Date
csvData11585188__0.csv,GmSc
csvData11585188__0.csv,ORB%
csvData11585188__0.csv,TS%
csvData6592205__0.csv,GIDP
csvData6592205__0.csv,POS
csvData6592205__0.csv,Player
csvData6592205__0.csv,RBI
csvData2879490__6.csv,GIDP
csvData2879490__6.csv,OPS
csvData2879490__6.csv,POS
csvData7470046__0.csv,AST%
csvData7470046__0.csv,ORB%
csvData7470046__0.csv,ORtg
csvData7470046__0.csv,Opp
csvData7470046__0.csv,TOV%
csvData7470046__0.csv,USG%
csvData19114693__13.csv,PIM
csvData19114693__13.csv,TOI/G
csvData25283220__3.csv,AVG
csvData25283220__3.csv,OPS
csvData25283220__3.csv,Team
csvData15965777__14.csv,OBP
csvData15965777__14.csv,POS
csvData4602349__8.csv,AVG
csvData4602349__8.csv,GIDP
csvData4602349__8.csv,Player
csvData15745723__2.csv,OPS
csvData15745723__2.csv,SLG
csvData16736013__7.csv,FGA
csvData16736013__7.csv,FGM
csvData16736013__7.csv,PPG
csvData16736013__7.csv,RPG
csvData16736013__7.csv,SPG
csvData13193220__2.csv,Team
csvData29453038__17.csv,Team
csvData9702682__1.csv,ibb
csvData29453038__14.csv,AVG
csvData29453038__14.csv,GIDP
csvData29453038__14.csv,OBP
csvData29453038__14.csv,OPS
csvData29453038__14.csv,Player
csvData29453038__14.csv,Team
csvData15936069__18.csv,VORP
csvData15936069__18.csv,YEAR
csvData15936069__18.csv,oppAVG
csvData7222492__18.csv,BPG
csvData7222492__18.csv,MPG
csvData12168209__5.csv,Date
csvData12168209__5.csv,Opponent
csvData28459595__2.csv,Opponent
csvData21873021__6.csv,AVG
csvData21873021__6.csv,GIDP
csvData21873021__6.csv,Player
csvData21873021__6.csv,SLG
csvData16984008__5.csv,AST%
csvData16984008__5.csv,Age
csvData16984008__5.csv,Date
csvData16984008__5.csv,ORB%
csvData16984008__5.csv,STL%
csvData16984008__5.csv,USG%
csvData16984008__5.csv,eFG%
csvData8288967__16.csv,Age
csvData8288967__16.csv,Name
csvData8288967__16.csv,RF/9
csvData4888338__0.csv,Feb
csvData4888338__0.csv,May
csvData4888338__0.csv,Totals
csvData18798221__1.csv,Age
csvData18798221__1.csv,DRB%
csvData18798221__1.csv,DRtg
csvData18798221__1.csv,GmSc
csvData18798221__1.csv,ORB%
csvData18798221__1.csv,ORtg
csvData18798221__1.csv,STL%
csvData18798221__1.csv,TOV%
csvData16736013__8.csv,FGA
csvData16736013__8.csv,MPG
csvData16736013__8.csv,PPG
csvData16736013__8.csv,RPG
csvData16736013__8.csv,SPG
csvData3178438__16.csv,ORB
csvData3178438__16.csv,RPG
csvData3178438__16.csv,SPG
csvData5416457__1.csv,AST%
csvData5416457__1.csv,BLK%
csvData5416457__1.csv,DRtg
csvData5416457__1.csv,ORB%
csvData5416457__1.csv,TOV%
csvData5416457__1.csv,TS%
csvData13703215__1.csv,OBP
csvData13703215__1.csv,OPS
csvData13703215__1.csv,Player Name
csvData13703215__1.csv,Team
csvData13891302__5.csv,GIDP
csvData13891302__5.csv,Team
csvData25450714__15.csv,AVG
csvData25450714__15.csv,Player
csvData2877720__5.csv,Player
csvData2877720__5.csv,SLG
csvData15745723__5.csv,AVG
csvData15745723__5.csv,GIDP
csvData15745723__5.csv,OBP
csvData15745723__5.csv,OPS
csvData13336059__6.csv,AVG
csvData13336059__6.csv,OBP
csvData13336059__6.csv,RBI
csvData13336059__6.csv,SLG
csvData19898919__1.csv,DRtg
csvData19898919__1.csv,Date
csvData19898919__1.csv,ORtg
csvData19898919__1.csv,Opp
csvData2404013__6.csv,POS
csvData2404013__6.csv,SLG
csvData15894443__4.csv,oppAVG
csvData15894443__4.csv,oppOBP
csvData15894443__4.csv,oppSLG
csvData23904874__18.csv,SLG
csvData23904874__18.csv,oppRPA+
csvData23904874__18.csv,oppTAv
csvData25450714__0.csv,OBP
csvData25450714__0.csv,OPS
csvData25450714__0.csv,POS
csvData6592205__1.csv,GIDP
csvData6592205__1.csv,POS
csvData6592205__1.csv,Player
csvData6592205__1.csv,RBI
csvData6592205__1.csv,SLG
csvData6592205__1.csv,Team
csvData919002__3.csv,BLK%
csvData919002__3.csv,DRB%
csvData919002__3.csv,DRtg
csvData919002__3.csv,ORB%
csvData919002__3.csv,ORtg
csvData919002__3.csv,USG%
csvData4676916__15.csv,OBP
csvData4676916__15.csv,Player
csvData4676916__15.csv,RBI
csvData4676916__15.csv,SLG
csvData4676916__15.csv,Team
csvData28672318__4.csv,Game Date
csvData28672318__4.csv,RBI
csvData28672318__4.csv,Result
csvData7320164__8.csv,GIDP
csvData7320164__8.csv,OPS
csvData7401568__11.csv,Player
csvData7401568__11.csv,RBI
csvData7401568__11.csv,Team
csvData10074535__1.csv,AVG
csvData10074535__1.csv,Player
csvData10074535__1.csv,RBI
csvData8479264__14.csv,Player
csvData2285399__6.csv,AVG
csvData2285399__6.csv,SLG
csvData2285399__6.csv,VORP
csvData2285399__6.csv,oppOBP
csvData2285399__6.csv,oppSLG
csvData2285399__6.csv,oppTAv
csvData28193349__15.csv,GIDP
csvData28193349__15.csv,OBP
csvData28193349__15.csv,POS
csvData28193349__15.csv,SLG
csvData4674540__6.csv,OPS
csvData4674540__6.csv,RBI
csvData29230622__13.csv,AGE
csvData29230622__13.csv,YEAR
csvData29230622__13.csv,oppOPS
csvData15497713__3.csv,oppOBP
csvData15497713__3.csv,oppOPS
csvData15497713__3.csv,oppRPA+
csvData13588389__0.csv,AST%
csvData13588389__0.csv,DRtg
csvData13588389__0.csv,Date
csvData13588389__0.csv,GmSc
csvData13588389__0.csv,ORtg
csvData13588389__0.csv,TOV%
csvData13588389__0.csv,eFG%
csvData25120653__0.csv,AST%
csvData25120653__0.csv,DRtg
csvData25120653__0.csv,GmSc
csvData25120653__0.csv,Opp
csvData25120653__0.csv,eFG%
csvData9469123__12.csv,TEAM
csvData9469123__12.csv,YEAR
csvData9469123__12.csv,oppOBP
csvData9469123__12.csv,oppRPA+
csvData12168209__1.csv,avg
csvData2590167__6.csv,OBP
csvData2590167__6.csv,RBI
csvData1902536__11.csv,GIDP
csvData1902536__11.csv,OBP
csvData1902536__11.csv,Player
csvData1902536__11.csv,RBI
csvData27381326__2.csv,Opponent
csvData25982762__3.csv,IBB
csvData25982762__3.csv,Result
csvData29230622__3.csv,LVL
csvData29230622__3.csv,TEAM
csvData29230622__3.csv,VORP
csvData29230622__3.csv,YEAR
csvData29230622__3.csv,oppSLG
csvData9768769__3.csv,GIDP
csvData9768769__3.csv,OBP
csvData9768769__3.csv,Team
csvData29346752__2.csv,GIDP
csvData21647644__2.csv,AVG
csvData21647644__2.csv,GIDP
csvData21647644__2.csv,Player
csvData3123836__1.csv,AST%
csvData3123836__1.csv,Age
csvData3123836__1.csv,GmSc
csvData3123836__1.csv,ORB%
csvData3123836__1.csv,ORtg
csvData3123836__1.csv,Opp
csvData3123836__1.csv,USG%
csvData3364782__11.csv,Player
csvData436368__10.csv,Team
csvData25437325__9.csv,AVG
csvData25437325__9.csv,POS
csvData25437325__9.csv,Player
csvData25437325__9.csv,Team
csvData284731__0.csv,Pos
csvData2590167__10.csv,GIDP
csvData2590167__10.csv,POS
csvData22475593__1.csv,AST%
csvData22475593__1.csv,DRB%
csvData22475593__1.csv,DRtg
csvData22475593__1.csv,Opp
csvData22475593__1.csv,TRB%
