oppOPS,YEAR,TEAM,LG,PPF,LVL,SLG,NAME,oppOBP,IP
0.743,2012,BOS,AL,102,MLB,0.292,Andrew Miller,0.324,40.3
0.734,2012,COL,NL,123,MLB,0.469,Mike Ekstrom,0.323,15.7
0.704,2012,NYN,NL,94,MLB,0.446,Jeremy Hefner,0.31,93.7
0.72,2012,NYA,AL,101,MLB,0.455,Freddy Garcia,0.316,107.3
0.709,2012,CLE,AL,101,MLB,0.515,Jairo Asencio,0.31,25.7
0.71,2012,PIT,NL,95,MLB,0.385,Jared Hughes,0.316,75.7
0.766,2012,KCA,AL,101,MLB,0.5,Roman Colon,0.335,8.0
0.714,2012,TEX,AL,106,MLB,0.411,Mark Lowe,0.314,39.3
0.725,2012,SDN,NL,98,MLB,0.371,Micah Owings,0.326,9.7
0.714,2012,TOR,AL,106,MLB,0.423,Chad Jenkins,0.313,32.0
0.718,2012,BOS,AL,106,MLB,0.293,Scott Atchison,0.315,51.3
0.761,2012,BOS,AL,106,MLB,0.222,Pedro Beato,0.326,7.7
0.731,2012,SFN,NL,86,MLB,0.412,Yusmeiro Petit,0.329,4.7
0.724,2012,CHA,AL,110,MLB,0.405,Francisco Liriano,0.319,56.7
0.717,2012,PIT,NL,98,MLB,0.396,Brad Lincoln,0.314,59.3
0.669,2012,MIL,NL,109,MLB,0.545,Vinnie Chulk,0.302,9.0
0.735,2012,MIL,NL,114,MLB,0.581,Tyler Thornburg,0.321,22.0
0.721,2012,SFN,NL,95,MLB,0.358,Javier Lopez,0.319,36.0
0.731,2012,PHI,NL,98,MLB,0.488,Tyler Cloyd,0.316,33.0
0.699,2012,CHA,AL,111,MLB,0.586,Zach Stewart,0.309,30.0
0.706,2012,PHI,NL,97,MLB,0.458,Joe Blanton,0.311,133.3
0.726,2012,SLN,NL,95,MLB,0.204,Shelby Miller,0.326,13.7
0.717,2012,PIT,NL,96,MLB,0.418,Kevin Correia,0.313,171.0
0.738,2012,SDN,NL,94,MLB,0.229,Huston Street,0.324,39.0
0.73,2012,SFN,NL,97,MLB,0.325,Jeremy Affeldt,0.324,63.3
0.705,2012,PIT,NL,95,MLB,0.361,A.j. Burnett,0.312,202.3
0.723,2012,TEX,AL,105,MLB,0.436,Colby Lewis,0.317,105.0
0.703,2012,WAS,NL,100,MLB,0.377,Ross Detwiler,0.309,164.3
0.729,2012,WAS,NL,102,MLB,0.409,Ryan Mattheus,0.321,66.3
0.734,2012,LAN,NL,92,MLB,0.333,Randy Choate,0.331,13.3
0.706,2012,CHN,NL,100,MLB,0.441,Travis Wood,0.309,156.0
0.739,2012,BOS,AL,105,MLB,0.301,Junichi Tazawa,0.323,44.0
0.729,2012,TOR,AL,107,MLB,0.451,Jason Frasor,0.317,43.7
0.698,2012,WAS,NL,101,MLB,0.299,Gio Gonzalez,0.307,199.3
0.735,2012,MIL,NL,104,MLB,0.385,Brandon Kintzler,0.32,16.7
0.723,2012,TOR,AL,105,MLB,0.44,Ricky Romero,0.317,181.0
0.724,2012,NYN,NL,97,MLB,0.27,Tim Byrdak,0.32,30.7
0.716,2012,PHI,NL,100,MLB,0.416,Kyle Kendrick,0.315,159.3
0.725,2012,SFN,NL,93,MLB,0.51,Shane Loux,0.32,25.3
0.707,2012,ARI,NL,102,MLB,0.459,Patrick Corbin,0.309,107.0
0.721,2012,DET,AL,108,MLB,0.156,Al Alburquerque,0.316,13.3
0.658,2012,SFN,NL,87,MLB,0.548,Eric Hacker,0.299,9.7
0.729,2012,MIA,NL,91,MLB,0.593,Tom Koehler,0.317,13.3
0.752,2012,MIL,NL,109,MLB,0.301,Jim Henderson,0.326,30.7
0.703,2012,LAN,NL,91,MLB,0.41,Chad Billingsley,0.309,149.7
0.731,2012,DET,AL,101,MLB,0.397,Luke Putkonen,0.317,16.0
0.705,2012,ARI,NL,103,MLB,0.38,Trevor Cahill,0.312,200.0
0.761,2012,HOU,NL,108,MLB,0.852,Francisco Cordero,0.328,5.0
0.717,2012,LAN,NL,96,MLB,0.326,Jamey Wright,0.316,67.7
0.719,2012,SDN,NL,93,MLB,0.369,Brad Brach,0.315,66.7
0.733,2012,ANA,AL,93,MLB,0.43,Jerome Williams,0.319,137.7
0.726,2012,OAK,AL,95,MLB,0.393,Brandon Mccarthy,0.318,111.0
0.717,2012,BAL,AL,110,MLB,0.579,J.c. Romero,0.316,4.0
0.776,2012,BOS,AL,98,MLB,1.03,Zach Stewart,0.33,5.7
0.741,2012,TBA,AL,95,MLB,0.376,Joel Peralta,0.321,67.0
0.732,2012,BOS,AL,104,MLB,0.443,Mark Melancon,0.32,45.0
